language,polarity,rating,source,text,time,wordsCount,details
en,5,3,GooglePlaces,"My expectations were too high: the food was not bad, but nothing was special. Cussels, clams and the octopus were defrosted",2011-09-02,21,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615433
en,10,4,GooglePlaces,"They accept bitcoin. That makes it the best bar I&#39;ve been to, in my opinion.",2013-06-15,16,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615435
en,8,1,GooglePlaces,"Hamburguers (at least Chilli and Cheeseburger) are average at their best, fries suck and both take ages to &quot;enjoy&quot; outside, in the cold!! Service is as arrogant and impudent as it gets... Their home made tomato sauce makes you wanna find a McDonald&#39;s nearby!! Definitely hamburgeur&#39;s nightmare.",2013-10-31,51,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615437
en,10,5,GooglePlaces,"Right on the street without bathroom etc yet with excellent burgers.Had cheesebuger,chilliburger and fries,all were perfect.5e for organic burgers is an amazing price.",2013-10-26,27,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615438
en,8,4,GooglePlaces,The burgers are fine but not as good as their reputation. Great fries. Majo so so. Long waiting time.,2013-11-05,19,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615439
en,9,4,GooglePlaces,"We ordered a Bioland cheeseburger with Emmantaler, a BBQ burger made with regular beef topped with cheddar, small fries with ketchup, and small fries with curry sauce. I had read that the Bioland meat really tasted better than the regular beef, but I couldn&#39;t discern a difference. The patties were large but cooked well done, which meant that they were a bit dry. (UPDATE: I just ordered from them again, and the burgers were cooked medium rare.) The house-made ketchup was not very good and the curry sauce didn&#39;t really taste like curry. (UPDATE: I tried to order curry sauce and honey mustard sauce the other night, but they forgot to put them in the bag.) The fries and the hamburgers were both too salty. (UPDATE: The burgers weren&#39;t nearly as salty the second time we ordered from them.) All of that being said, this was still hands-down the best delivery food that I&#39;ve had anywhere in Germany. The delivery area is quite large, covering Kreuzberg, Kreuzkölln, and Neukölln. This place will become our go-to delivery place, but I don&#39;t plan on going to the storefront. There are many better places to eat in the area.",2012-12-16,203,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61543a
en,10,1,GooglePlaces,I ordered explosive diarrhea (they call it a veggie burger) and they delivered perfectly.,2013-08-29,14,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61543b
en,5,5,GooglePlaces,The best falafel ever! And try the nut paste.,2013-06-01,9,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61543d
en,10,4,GooglePlaces,"Amazing food made with care! Good food takes time... do not expect anything fast here. Great vegan options, try the nut sauce. Restaurant is halal",2012-09-10,25,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61543e
en,8,5,GooglePlaces,"Excellent carrot cake, crumbles and other delicious treats! The coffee is good, too. I always stop by, when I&#39;m in the neighborhood! On Sundays it&#39;s often unbearable crowded, tough...",2013-11-19,31,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615445
en,10,3,GooglePlaces,"Matilda has nice cakes and good breakfast during the day, and at night they keep the music down which makes it a great place to meet people you actually want to talk and listen too.",2012-08-24,35,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615447
en,10,3,GooglePlaces,"Gute Tapas in großer Auswahl. Steak war akzeptabel (medium-well done statt medium-rar; Malus), dafür aber sehr gutes Fleisch. Großes und gutes Weinsortiment. Achtung: Keinerlei Kartenzahlung (Malus). Insgesamt zu empfehlen; Marke &quot;Geheimtipp&quot; ------------- English: ------------- Great variety of good tapas. Steak was acceptable (medium-well done instead of medium-rar), however the meat was very good. Large assortment of good wines. Caution: Not credit or bank cards - Cash only! Conclusion: Recommended; insider tip.",2011-09-15,76,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615449
en,10,4,GooglePlaces,"The food there is tasty and the staff is very friendly. The menue is a bit hard to read as it is scribbled on the wall, but the staff is more than happy to help you choose. They also have some really nice wines. This is a very popular place so you should order a table in advance.",2012-08-05,58,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615455
en,10,4,GooglePlaces,"Had veal with potatoes and asparagus, was delicious (and the home baked bread was phenomenal).",2013-04-06,15,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615456
en,10,4,GooglePlaces,"Great food, super-friendly staff. It was very crowded and hard to get a table when I went, but it&#39;s also probably the best restaurant in the neighborhood so it figures!",2012-06-06,31,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615457
en,5,5,GooglePlaces,dark atmosphere. good food.,2012-10-19,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615458
en,5,3,GooglePlaces,"This place is so small that it can get quite unpleasant to eat there in the winter time when you have lots of people waiting for their take out while the staff are trying to move around. But in the summer time they have seats outside so it is not so crowded. They have nice Japanese food and very good sushi, but I do recommend to take it out and eat it in peace and quiet. Good food deserves that.",2012-09-05,80,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61545b
en,5,5,GooglePlaces,Best sushi I ate in my life. And very cheap.,2013-07-31,10,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61545c
en,10,5,GooglePlaces,"Really small place, great Japanese food, reasonably priced.",2011-08-08,8,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61545e
en,10,5,GooglePlaces,"The taverna is so warm and cosy, friendly staff is serving fresh and tasty food. The prices seem reasonable and portions are more than enough. They really pay attention to details that make the experience more pleasant - the warm bread, complimentary ouzo, freshest and most delicious vegetables for salad. The meat is tender and perfectly done. I really couldn&#39;t be more satisfied.",2010-12-24,64,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615461
en,10,5,GooglePlaces,"Hat so geschmeckt wie das Essen von meiner türkischen Gastmutter als ich Austauschschülerin war -- also total lecker! Sehr gut zum Mitnehmen aber im Sommer richtig angenehm, draussen zu sitzen. This tasted like the cooking of my Turkish host mother when I was an exchange student -- so delicious! It&#39;s good take-out and in the summer it&#39;s great to go and sit at the tables on the sidewalk.",2011-08-04,72,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615467
en,10,5,GooglePlaces,"Very nice and calm place. Great deserts, good prices. Eat the Cannoli it is superb.",2012-07-27,15,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615469
en,5,5,GooglePlaces,Really cute cafe.,2012-07-03,3,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61546a
en,5,5,GooglePlaces,Love it,2013-07-18,2,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61547e
en,10,5,GooglePlaces,One of the best places I&#39;m berlin,2013-07-02,8,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615481
en,8,5,GooglePlaces,Excellent vegetarian restaurant. The meals are cheap and various. The best alternative to the famous Curry Wurst acrros the street ;),2012-09-07,20,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615482
en,10,5,GooglePlaces,Very very nice! Low price &amp; great food,2012-09-13,8,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615483
en,10,5,GooglePlaces,"Very kind place with outstanding, delicous food. If you&#39;re not a vegetarian you have to step in too.",2012-02-01,19,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615484
en,10,5,GooglePlaces,"No standardised tastes: Real spice combinations made by the cook. Good sign: several vegetable dishes, including dahl curry. Moreover: Neuland Fleisch und Fisch. Bio Gemüse. Price is good.",2011-12-13,29,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61548e
en,9,1,GooglePlaces,"The tea is of such a low quality that it tastes awful. The rooibos is drinkable, but also of a low quality. The orange and the lemon cheesecakes just tasted sweet and creamy.",2011-12-13,33,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615491
en,5,2,GooglePlaces,"Essen ist okay, Cocktails B-Ware.",2012-10-07,5,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615498
en,10,5,GooglePlaces,Welcome home! That is how they make you feel. And the cakes are delicious. Sarotti and Mr Minch (Yorkstrasse) are the best places for Kuchen in the Bergmannkiez.,2011-12-13,28,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61549a
en,8,4,GooglePlaces,This is a fun club and a nice place to dance and have fun with the boyzzz...but it is also kind of smoky.,2011-12-21,24,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61549c
en,5,4,GooglePlaces,"We went there for a small brunch on a Saturday. The guacamole bagel was really delicious, would definitely get it again. Would love it if the bagels were made there, but doesn&#39;t matter. And they seemed really proud of their coffee and the taste reflected it. The coffee was reasonably priced, but some items were a little of the $$ side. The seating on the street is really cute and it was pleasant spending an hour there on a sunny summer morning. There were a few delays on some items of food we got but that didn&#39;t really worry us.",2013-08-17,101,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154a7
en,0,4,GooglePlaces,"Cozy little thing with a bar, a stage, and a small -- a small -- dance floor. Not too crowded.",2012-08-12,20,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154ae
en,5,4,GooglePlaces,Good and cheap Arabian fingerfood..,2013-07-11,5,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154ba
en,10,5,GooglePlaces,"Had a lovely meal here. Friendly, polite service. Meal delicious and for someone used to London prices, an absolute bargain.",2013-07-27,20,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154bc
en,10,5,GooglePlaces,Thanks for the nice evening. The food and the service are great. We will come back soon.,2013-09-25,17,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154bd
en,10,5,GooglePlaces,One of a kind. Fresh foods and very good service.,2012-08-11,10,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154be
en,10,4,GooglePlaces,"nice, friendly service.. even recommended dishes.. thats a rare quality in waiters..i really enjoyed it all :)",2011-07-30,17,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154bf
en,8,4,GooglePlaces,"The fish is of very good quality and the food is always freshly prepared. Good value for money. Staff is very nice. Only small drawbacks: you can only pay by card for amounts above 10€ and you pay a supplement of 0,50€ for takeaway (packaging).",2013-11-21,43,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c2
en,8,4,GooglePlaces,"Definitely recommend. Service was a bit slow, but then again, it was quite full. Waiters were very friendly towards closing ;) Otherwise food was value for money, nice portions and specials.",2013-10-18,30,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c3
en,10,5,GooglePlaces,"good, affordable sushi. was totally stuffed for less than 16€",2013-11-15,9,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c4
en,10,4,GooglePlaces,I come here frequently. This place has really good sushi at affordable prices. I have been coming here for years and always look forward to the next visit.,2013-04-19,28,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c5
en,10,4,GooglePlaces,Great Japanese restaurant at affordable prices,2011-05-07,6,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c6
en,10,3,GooglePlaces,"Note that this is not a Thai restaurant, rather a Tibetan / Nepalese restaurant. The food was decent and inexpensive. For an appetizer, we had the momo (dumplings) that had been both steamed and fried. Both cooking processes together yielded a chewiness. The next time I go, I will try them either steamed or fried but not both. The entrees tasted good but could have been spicier.",2012-06-18,66,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c8
en,10,4,GooglePlaces,"very good food, nice price and excellent service!",2013-03-13,8,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154c9
en,10,5,GooglePlaces,"We are from India. The food tasted authentic, service was friendly and prices were good. Enjoyed the mango beer too.",2012-07-14,20,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154ca
en,10,5,GooglePlaces,... friendly service and cheap and delicious food. Lot of vegetarian food too.,2010-10-02,12,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154cc
en,10,5,GooglePlaces,"Very good Korean, better than YamYam. Usually full so be sure to make a reservation. Some dishes are quite spicy but they&#39;ll make them less spicy if you ask them to.",2013-05-31,32,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154d0
en,5,5,GooglePlaces,Yum. Spicy enough.,2011-04-22,3,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154d1
en,10,5,GooglePlaces,"Authentic food (meaning delicious!), friendly service, and a very charming ambiance. This is my favorite restaurant in Berlin, because it is classy, affordable, and the food is always great. It is ideal for a date, a celebration, a night out with friends, or to bring visiting family. I recommend starting with an apero spritz, make sure not to miss the stracciatella (picture creamy, gooey, fantastic mozzarella), order some wine with your meal, and end with an espresso and some grappa. Or, if grappa is too much... Then limoncello...",2013-09-30,88,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154d8
en,10,4,GooglePlaces,Very nice. Familiar atmosphere. Had a good time there.,2013-10-03,9,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154dd
en,8,2,GooglePlaces,Good: Cheap. Bad: The pizza was strange: the basis of the pizza seemed to come from a factory. This was not an Italian pizza.,2011-12-13,24,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154e4
en,10,5,GooglePlaces,one of my favorite coffee shops...the staff are always friendly and the coffee is excellent.,2013-03-13,16,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154f0
en,5,4,GooglePlaces,"The food was really good (brick oven pizza, homemade pasta), the service friendly, and the prices reasonable. However, my husband&#39;s pizza showed up around when I was finished eating my pasta. Something similar happened to the table next to us. The waiter apologized, but it was odd eating at different times. There were also a couple of fragments of shell in my lobster pasta.",2012-05-01,65,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6154f5
en,10,5,GooglePlaces,Excellent bar to have really nice cocktails.,2012-09-23,7,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615517
en,10,5,GooglePlaces,"Nice restaurant, very good food, really greek taste and chip. The greek owner Ciriaco is a fantastic person: he is very hospitable and friendly! I reccomend it!!!!!!!",2012-06-21,27,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615522
en,2,4,GooglePlaces,"I came here because I&#39;ve been craving a real bagel. So far the only &quot;bagels&quot; I&#39;ve had in Germany have been bagel-shaped rolls. The bagels here were real, but certainly not the best I&#39;ve had and also a bit on the small side. They only have plain cream cheese, but you can get fillings like lox with cream cheese (NY Special) and chicken salad. As soon as I saw chicken salad on the menu, I knew I needed to order i as it suddenly stuck me that I hadn&#39;t had chicken salad in long while either. The chicken salad had a bit too much mayo but all of the nice crunchy elements that make chicken salad good. They also had a number of other baked goods from home that I&#39;ve missed -- challah bread, lemon meringue pies, marble cheesecakes, cream cheese brownies, pecan pies, and more. I tried the cream cheese brownie (Monster Brownie). It was pretty good, but then again, I&#39;ve never had a bad cream cheese brownie. I look forward to trying more of the goodies here. I should note that I got my items to go, so I don&#39;t know how good the table service is.",2012-11-03,208,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615526
en,5,4,GooglePlaces,"Excellent coffee, try their cinnamon rolls too.",2012-11-24,7,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615527
en,8,4,GooglePlaces,"Great coffee, amazing cake. Highly recommend the bread sampler as well: two bagels, two pieces of bread and cream cheese. Yummy. A bit on the pricey side, though.",2011-03-08,28,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615528
en,8,5,GooglePlaces,"Great american cake, cookies and pies, right in the heart of Berlin, Germany! (Not too thrilled by the bagels, though...they&#39;re not like in NYC.)",2010-12-10,26,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615529
en,10,3,GooglePlaces,"an institution! famous for the bakery, roasting their coffee including aroma...",2011-03-27,11,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61552a
en,10,2,GooglePlaces,"been there many ti es when i first moved here and didn&#39;t know any better ...the food is ok, the staff is rude. never again.",2013-03-13,26,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615531
en,5,5,GooglePlaces,Fast and tasty food.,2011-12-30,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615532
en,10,3,GooglePlaces,fast food... but tasty!,2011-03-27,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615533
en,5,4,GooglePlaces,Try the spinach risotto!,2010-11-30,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615538
en,10,4,GooglePlaces,Sultan plate tastes great. Nice staff. Good location.,2013-06-06,8,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61553a
en,10,5,GooglePlaces,Wonderful vegan food.,2013-11-23,3,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61553c
en,10,3,GooglePlaces,they were really slow and the sushi were not made correct.. but they were good,2011-09-27,15,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615542
en,10,3,GooglePlaces,nice fast food sushi...,2011-03-27,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615543
en,10,5,GooglePlaces,I love this place. The atmosphere is so calm and inviting.,2010-11-20,11,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615549
en,10,3,GooglePlaces,Great place to eat!,2012-12-06,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615550
en,10,5,GooglePlaces,"If you looking for a proper German pub with good beer , here it is. Don&#39;t ask just go.",2012-08-10,19,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61555e
en,10,5,GooglePlaces,We loved our Berliner breakfast place. The selection was outstanding and the price was outstanding for the value. We had the Berliner which came with ton of charcuterie and breads. Highly recommended if you want to feel like a local. Maybe not accessible if you are in downtown area but definitely worth!!,2012-11-23,52,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615563
en,10,3,GooglePlaces,"Good prices, seemingly good menu and cool enough looking place.",2013-11-01,10,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615564
en,10,5,GooglePlaces,I can&#39;t comment on the other meals but the breakfasts here are great!...,2013-07-28,14,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615565
en,2,4,GooglePlaces,"I live right there. So its open every Saturday from morning to afternoon. Many times they have live music group. I wake up to this music many times. All of these shops are not so cheap not incredibly expensive but have the price of Bioproducts plus the quality of veggies are good and fresh. JUst a small market, just one side of the CHamissoplatz. Good for a walk around the old buildings, a bite or two, shopping small items, etc.",2013-05-24,80,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61556a
en,10,4,GooglePlaces,"From someone who KNOWS: this is amazing Mexican food. In Mexico, this would be considered an excellent menu of authentic food but not typically available in the fast made restaurants in the USA. Namely great mole enchiladas. The guacamole was too creamy though. Europeans never get guacamole right.",2013-06-12,48,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615570
en,5,2,GooglePlaces,we were not really enjoying the food but the waiter was very nice!,2013-12-01,13,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61557a
en,5,5,GooglePlaces,Totally awesome. Nice people. Great and tasty food. EC payment possible,2013-10-20,11,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155a1
en,9,5,GooglePlaces,"Authentic and tasty Thai food (which I hadn&#39;t yet had in Germany). We had the chicken satay appetizer, pad thai, dish #141 with beef, and fried bananas with ice cream. All were good. The price for the food with two beers was 32€. The sauce for #141 was fantastic. The service was also attentive and very friendly. My only complaint is that they don&#39;t have pad kee mao, which is one of my favorite Thai dishes.",2012-05-01,75,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155a2
en,10,4,GooglePlaces,"Authentic thai, great spicy fish.",2011-09-21,5,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155a3
en,9,5,GooglePlaces,Authentic interieur and great service. A must recommendation for alpine food fetichists visiting or residing in berlin. Expensive but worth every penny. Triple A,2013-07-14,24,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155a7
en,8,4,GooglePlaces,"It is a subtle and homey interior, dimly lit with candles and multiple small rooms, tables with red checkered vinyl covers. The food takes a bit to come out.. perhaps 20 - 25 minutes? So hopefully your beer will keep you satiated until then. It is quite a large portion of schnitzel, yummy fried oiliness! It is not cheap by any means, Berlin standards or New York.. but it is a place you would go to for special occasions or finer dining I imagine.. comprable to a steak house. I think our meal ended up being like €35-40 per person (salad, entree, dessert, bier). Hehe, usually in Berlin my groceries are €11 per week, and eating out is usually under €10 a meal.. but I ate here for my last day in town!",2013-05-27,129,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155a8
en,8,3,GooglePlaces,"The Wiener Schnitzel (veal - authentic Vienna schnitzel) was chewy in places and definitely not worth the high cost; however, the Schnitzel Wiener Art von Schwein (pork - only &quot;Vienna style&quot;) was fantastic. This is the best schnitzel I&#39;ve had yet in Berlin but not in all of Germany. The service was typical for a restaurant in Germany and friendly enough. They were even able to squeeze us in on a Saturday night without reservations. 4x 0.5 L beers, 2 schnitzels, and tip cost 57€; so it is a bit pricey for Berlin standards.",2012-10-11,94,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155a9
en,10,4,GooglePlaces,"Really a godd restaurant, i went there with some spanish friends and german friends and all of us enjoied a lot. Godd presentation and great portion.",2012-08-28,26,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155aa
en,10,5,GooglePlaces,"always on the top of my list when someone is visiting Berlin. their vegetarian option has gotten much better too, helps when a vegetarian is in the group too.",2013-03-13,29,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155ab
en,9,4,GooglePlaces,"The Wiener Schnitzel here is far superior to that at the nearby Austria Restaurant. There was no need to saw through the veal -- it was quite tender. The Kässspätzle was also pretty good. It was very cheesy without being too oily. I came here with visitors from the U.S. who hadn&#39;t yet had a pretzel in Germany, so we ordered one. Unfortunately, it wasn&#39;t incredibly fresh (not stale, but not warm and soft either). We also had a sausage with a quartet of delicious mustard as an appetizer.",2012-11-28,94,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155ad
en,8,2,GooglePlaces,Possibly the worse tandoori bread that I&#39;ve ever had. It was very rubbery. The chicken tikka reminded me of European-Chinese dishes rather than authentic chicken tikka. At least the lamb vindaloo was decently spicy. The delivery service was quick. The mango lassi tasted like it was made from a mix.,2012-05-01,51,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155ba
en,10,5,GooglePlaces,"Amazing setting with cosy sofas upstairs. The food is very enjoyable as well, both the savoury and sweet things. Staff is also always very nice and friendly (and patient!).",2013-11-21,29,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155bd
en,10,5,GooglePlaces,One of the best coffees in Berlin. Great place!,2013-10-23,9,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155be
en,10,5,GooglePlaces,"Good coffee. Chocolate zucchini bread and other tasty treats made in-house. Free, fast wireless.",2012-05-16,14,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155bf
en,10,5,GooglePlaces,Very friendly coworking atmosphere.,2011-10-03,4,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155c0
en,10,5,GooglePlaces,Just a great place. All i would want from a coffee place.,2011-08-16,12,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155c1
en,10,4,GooglePlaces,Great cake! NomNom.,2010-11-30,3,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155c3
en,8,4,GooglePlaces,"They bake using actual recipes not just from frozen dough. Their Laugencroissants are fantastic. All of their ingredients are certified organic, and they locally source ingredients when possible. For the vegans -- they actually make some vegan baked goods!",2012-10-06,39,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155cb
en,8,2,GooglePlaces,"At first it was great to have found a typical colombian place in Berlin, however the warm and welcoming feeling one could have expected, was not there. The first thing we were asked upon our entrance was if we had a reservation, even though the place was completely empty. The reaction of the lady running the place was of great discomfort, as if were had annoyed her with our presence. Having gotten over that, we decided to make the best of it. The food was ok., the traditional flavor, of course, was not the same as at home: First of all, the meat needed more salt, whereas the beans and rice had too much. The empanadas were not so tasty, they seemed to be frozen, and also lacked salt. The manager lady (who also acted as waitress/cook/manager) had always this fake and somewhat hypocrite way to adress us. It was as if she impersonated a &quot;always-annoyed&quot; mean mother, whose child invited a friend over, and she was obligated to share her attentions towards someone else. When we paid the check and gave the tip, the costumery &quot;Thank you, come back soon&quot;, was never there. To summarize, the feeling of &quot;costumer service&quot; was not nice at all!!! I really do not understand what was going on, and it is a true shame to have this &quot;little stone in the shoe&quot; experience, when it could have been much better. Unfortunately, I guess I will not be returning, in other words, one potential faithful costumer less for the business! :(",2012-05-06,266,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155d0
en,10,4,GooglePlaces,i liked the coffee very much. the atmosphere could be a little friendlier though. not the staff - they are very friendly and helpful if you have questions.,2013-10-12,28,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155db
en,9,5,GooglePlaces,"Yet another great coffee house in Berlin. This is where my husband and I buy our coffee beans for home and office. Each member of the staff that I have interacted with is very knowledgable about the characteristics of the beans being sold. The selection changes depending on the season, and we haven&#39;t yet bought the same beans twice. They also offer more &quot;cutting-edge&quot; coffee options than nearby Cuccuma, like the Australian coffee drinks flat white and long black and particular styles of coffee preparation like cold drip and syphon. However, I prefer the atmosphere at Cuccuma. I&#39;m not even sure if there is WiFi at Chapter One, which would make it hard to get work done there. Also, at Cuccuma there is more seating, a wider selection of food, and good music playing. So, Chapter One for beans and short stays and Cuccuma for long stays.",2012-08-23,151,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155dc
en,10,5,GooglePlaces,"One of the best coffee shops in Berlin, probably THE best espresso in the city.",2013-08-09,15,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155dd
en,5,2,GooglePlaces,"The food here is alright. As usual in Germany, the spiciness is significantly reduced for the German palette. Even the lamb biryani is not spicy. They do at least provide a complex, flavorful hot sauce on the side. It took forever for them to take our order, even though the waiter wasn&#39;t helping any other customers. The food is cheap and the restaurant is open late.",2012-08-12,67,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155e5
en,5,5,GooglePlaces,My favorite Indian!,2013-08-07,3,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e6155e6
en,2,3,GooglePlaces,"Don&#39;t eat here unless you want to leave the place starving. The portions are a joke compared with similar places in town and it&#39;s overpriced at that. I ordered squid, which looked like it fell into the plate by accident. You get far more for your money and better quality in another Greek Tavern just a few minutes walk down the road. I don&#39;t recommend it and certainly won&#39;t be going back.",2012-08-12,76,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61560a
en,10,5,GooglePlaces,Just wonderful nothing else to say :),2013-04-29,6,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e615619
en,10,5,GooglePlaces,"Very good espresso italian coffee and very good sweets. The typical products from Sardinia are the unique touch of this place, together with the nice photos on the walls!",2012-03-04,29,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61561b
en,10,5,GooglePlaces,Very good place in general but especially recommended for having breakfast because of its fantastic sweets!!! The guys are also very friendly and pleasant people!!!,2012-03-05,25,http://tour-pedia.org/api/getReviewDetails?id=533ecccaae9eef521e61561c
